id|sentence
CNXP-analise-20200626-bab44172-1|O artigo fala a respeito da espera por testes de anticorpos para detectar possíveis imunidades ao covid-19 e sobre os riscos, custos e benefícios do adiamento - até existir a certeza de que ninguém voltando ao trabalho transmitirá a Covid-19 - ou da reabertura das atividades produtivas.
CNXP-analise-20200626-bab44172-2|O Dr. Carlos Prudêncio é membro do movimento Docentes Pela Liberdade (DPL), uma associação que tem como objetivo agregar docentes e discentes do ensino superior, médio e básico em prol da liberdade e qualidade acadêmica e escolar.
CNXP-analise-20200626-bab44172-3|O movimento vem produzindo artigos e reportagens para potencializar as ferramentas educacionais, filosóficas, científicas, artísticas e da alta cultura a fim de criar condições para o desenvolvimento da nação brasileira.
CNXP-analise-20200626-bab44172-4|O Pesquisador Científico concluiu seu doutorado na Universidade Federal de Uberlândia e pós-doutorado na Universidade de São Paulo e na Universidade Castilla-la Mancha (Espanha).
CNXP-analise-20200626-bab44172-5|Prudêncio publicou artigos em revistas de renome e é inventor detentor de oito patentes relacionadas ao campo da biotecnologia de vacinas e diagnóstico, com experiência em gestão da inovação e transferência tecnológica focada em Saúde.
CNXP-analise-20200626-bab44172-6|Sua pesquisa está focada em abordagens de alto rendimento baseadas na tecnologia de exibição de fagos aplicada ao estudo de interações patógeno-hospedeiro e na descoberta de alvos para desenvolver novos diagnósticos, medicamentos e vacinas de interesse para a Saúde Pública.
CNXP-analise-20200626-bab44172-7|"A seguir, a resenha do Dr. Carlos R. Prudêncio do artigo ""Esperando pela certeza nos testes de anticorpos Covid-19 - A que custo?"
CNXP-analise-20200626-bab44172-8|""":
Com o advento da pandemia do covid-19, diversas atividades produtivas, em todas as localidades atingidas pelo surto, foram largamente prejudicadas."
CNXP-analise-20200626-bab44172-9|Ao tempo em que muitas foram encerradas em razão do nefasto efeito econômico do cenário, aquelas ainda não paralisadas por completo, reclamam o retorno à ativa sob pena de se juntarem às primeiras.
CNXP-analise-20200626-bab44172-10|Neste sentido, resta indubitável que as economias ao redor do mundo precisam iniciar a retomada de seu dinamismo.
CNXP-analise-20200626-bab44172-11|Governos ao redor do mundo estudam as alternativas para tal inciativa, de certo sem descuidar das implicações epidemiológicas que o momento impõe.
CNXP-analise-20200626-bab44172-12|Alguns estão considerando o uso de testes sorológicos para detectar possíveis imunidades e identificar pessoas que poderiam retornar ao local de trabalho em conjunto com medidas de mitigação menos severas ou serem designadas para tarefas de maior exposição.
CNXP-analise-20200626-bab44172-13|Embora a disponibilidade de testes de anticorpos esteja limitada por força da alta demanda mundial e a mitigação bem-sucedida tenha mantido a soro prevalência muito baixa para depender totalmente de resultados positivos, em algum momento no futuro próximo, o teste de anticorpos se tornará uma opção viável.
CNXP-analise-20200626-bab44172-14|De outro lado, a própria Organização Mundial da Saúde (OMS) assevera que ainda não há evidências suficientes sobre a eficácia da imunidade mediada por anticorpos para assegurar que tal condição seja interpretada como um “passaporte de imunidade”, de retorno à habitualidade anterior sem risco.
CNXP-analise-20200626-bab44172-15|Estudos diversos apontam para um estado de incertezas científicas cada vez mais evidente, uma vez que pesquisas de soro prevalência têm sugerido índices médios menores do que 5% e isto pode indicar a ausência de ou baixa imunidade em relação ao Covid-19.
CNXP-analise-20200626-bab44172-16|Apesar disto, em meio a tantas incertezas, a OMS precisa, em seu papel de balizador da comunidade internacional, assumir uma posição bem definida com relação à retomada das atividades, posto que a não tomada de decisões igualmente acarretará consequências profundas à saúde dos indivíduos e econômica das nações.
CNXP-analise-20200626-bab44172-17|É preciso reforçar que políticas de saúde pública, em geral, decorrem de decisões consensuais, as quais, muitas vezes, são assentadas em escolhas com evidências incompletas ou imperfeitas.
CNXP-analise-20200626-bab44172-18|Por isso, pouco se cogita a adoção de políticas mais sutis para a sociedade voltar a funcionar e não aumentar a expectativa ilusório de somente fazê-lo quando satisfeita a demanda por garantias perfeitas, deixando-se de considerar que vivemos tempos de crise.
CNXP-analise-20200626-bab44172-19|Uma posição racional e, por conseguinte, de caráter mais humano será realizar um cotejamento explícito entre os possíveis benefícios e os eventuais malefícios que podem resultar da reabertura da economia em face das providencias tomadas para tanto.
CNXP-analise-20200626-bab44172-20|Neste sentido, quatro análises independentes, mas complementares, precisam ser levadas em consideração na avaliação de testes sorológicos como base para o retorno das pessoas ao trabalho.
CNXP-analise-20200626-bab44172-21|De um lado, liberar com mitigação mínima uma pessoa suscetível e potencialmente infecciosa para a força de trabalho (falso positivo) e o impacto de deixar de permitir que uma pessoa já imune se retorne à força de trabalho (falso negativo).
CNXP-analise-20200626-bab44172-22|Temos que tomar HOJE uma decisão verdadeiramente ponderada.
CNXP-analise-20200626-bab44172-23|O delicado equilíbrio a ser alcançado, levando-se em conta estas quatro considerações, deve ser baseado em evidências e na opinião de um número suficiente de especialistas capazes de nos fornecer parâmetros confiáveis para concretização dessa decisão a partir do nível de informações atualmente disponível.
CNXP-analise-20200626-bab44172-24|Há receios quanto a qual caminho seguir?
CNXP-analise-20200626-bab44172-25|Há problemas com o teste sorológico?
CNXP-analise-20200626-bab44172-26|Mas, é também inegável que esperar por um teste perfeito e que poderá tardar ou mesmo nunca ser alcançado, é igualmente ruim para as sociedades.
CNXP-analise-20200626-bab44172-27|Ademais do até aqui apresentado, não podemos nos afastar de questões éticas importantes que precisam ser abordadas com relação às implicações da restrição do trabalho com base no estado de saúde e suas consequências diversas.
CNXP-analise-20200626-bab44172-28|Diante disso tudo, talvez a única segurança que temos é que a reabertura imediata ou o seu adiamento implicarão riscos e custos, justamente porque, seja qual for a direção tomada, causarão grande impacto sobre a parcela da população sujeita e ambos não são 100% efetivas ou seguras.
CNXP-analise-20200626-bab44172-29|Portanto, é mais do que razoável admitir que a opção mais acertada neste momento, é tomar uma decisão levando em conta tanto o risco quanto o benefício.
CNXP-analise-20200626-bab44172-30|É preciso decidir agora, sem demora.
CNXP-analise-20200626-bab44172-31|O ideal, em concreto, poderá ser simplesmente inatingível.
CNXP-analise-20200626-bab44172-32|está disponível, em Inglês, neste link.
CNXP-analise-20200612-5611bcdb-0|"Por Renato Giraldi
O que há em comum entre os protestos, a censura e a perseguição à direita?"
CNXP-analise-20200612-5611bcdb-1|Eventualmente, faz-se necessária uma visita aos fóruns de pensamentos progressistas a fim de estar a par da disseminação das atuais ideias revolucionárias.
CNXP-analise-20200612-5611bcdb-2|Um exemplo é o Global Transition Initiative (GTI).
CNXP-analise-20200612-5611bcdb-3|Paul Raskin, um dos principais responsáveis pela criação do GTI em 1995, é conhecido como pai de uma teoria chamada “eco-comunalismo”, espécie de comunismo libertário (pesquisem sobre essa palavra), e criador do certificado Global Reporting Initiative (GRI).
CNXP-analise-20200612-5611bcdb-4|Trata-se de uma organização filiada à ONU, cujo objetivo é monitorar os índices de sustentabilidade das corporações; em outras palavras, é um mecanismo pelo qual se mede o nível de adoção da agenda globalista por parte de uma empresa.
CNXP-analise-20200612-5611bcdb-5|Curiosamente, Paul é membro do Clube de Roma, também frequentado por Fernando Henrique Cardoso.
CNXP-analise-20200612-5611bcdb-6|No editorial de 2020 do GTI, publicado em janeiro, uma das articulistas clama pela reorganização da esquerda mundial sob a égide de um comitê global.
CNXP-analise-20200612-5611bcdb-7|Sua ideia é a criação de um “partido mundial”, organizado verticalmente nos moldes das Internacionais Comunistas anteriores, todavia, com o envolvimento de novos grupos progressistas (como, por exemplo, o grupo feminista, LGBTQI+ etc.).
CNXP-analise-20200612-5611bcdb-8|Essa nova formação envolveria todos os partidos progressistas do globo.
CNXP-analise-20200612-5611bcdb-9|Na ocasião, isto é, em janeiro de 2020, o intuito da autora era clamar por uma espécie de Primavera Árabe, entretanto, agora com o objetivo muito claro de que o movimento tenha proporções mundiais; ou seja, desestabilização para uma nova proposta de “estabilização”.
CNXP-analise-20200612-5611bcdb-10|Tal documento encerra com a notícia de que uma “nova esquerda global” ressurge nos jovens.
CNXP-analise-20200612-5611bcdb-11|O mês no qual o editorial foi publicado passou, o ano seguiu, e em março, o mundo foi posto em estado de alerta, a crise econômica bateu em nossas portas e entrou em nossos lares, mas foi apenas no dia 25 de maio que o mundo começou a acompanhar o que seria uma onda de protestos violentos nos EUA, e que rapidamente vem se espalhando para o Brasil, Inglaterra, França, Austrália, etc.
CNXP-analise-20200612-5611bcdb-12|Não obstante o tema do protesto varie de acordo com o local, o plano de desestabilização global está em curso, como se existisse um cardápio de opções direcionado para a desordem.
CNXP-analise-20200612-5611bcdb-13|No Brasil, de um lado, temos lutado verdadeiramente contra as investidas do controle da liberdade de expressão e do direito de ir e vir e contra a perseguição aos veículos de comunicação de conteúdos conservadores (desde a limitação do alcance das postagens em redes sociais e seu engajamento até a interrupção das receitas através de denúncias e bloqueio de apoio financeiro); enquanto isso, do outro lado, observamos a grande mídia divulgando protestos violentos intitulados “democráticos”.
CNXP-analise-20200612-5611bcdb-14|Além disso, temos visto nos últimos dias artistas e “jovens” influenciadores iniciarem uma cruzada contra os produtores de conteúdos e professores de direita.
CNXP-analise-20200612-5611bcdb-15|Quando analisamos o que há em comum entre todos os últimos acontecimentos, podemos chegar à conclusão de que a intenção da censura transpassa o controle da liberdade de expressão e revela-se determinante no impedimento do combate à doutrinação ideológica.
CNXP-analise-20200612-5611bcdb-16|Resumindo: a guerra, hoje, não é mais por controle de territórios, mas sim por controle das mentes (especialmente daquelas cujo primeiro voto será nas próximas eleições) - estamos numa verdadeira cruzada aberta pela mente e a educação do jovem.
CNXP-analise-20200603-853102d9-0|"Entre os termos selecionados por ele estão:
'Campanha de fake News', 'Rede de fake news e de ofensas em massa', 'Autoritários', 'Populismo' e 'Estimulando ódio'."
CNXP-analise-20200603-853102d9-1|"'Campanha de fake news'
O termo 'campanha de fake news' foi utilizado por Moro no dia 26 de abril de 202o."
CNXP-analise-20200603-853102d9-2|"https://twitter.com/SF_Moro/status/1254469555470163969
'Rede de fake news' e 'ofensa em massa'
No dia seguinte, no dia 27 de abril de 2020, o ministro voltou a usar o termo 'fake news', dessa vez fazendo menção ao inquérito do STF, comandado por Alexandre de Moraes."
CNXP-analise-20200603-853102d9-3|"Em um dos trechos, Moro diz:
“Os órgãos do Estado têm sua atuação regrada pela lei e por finalidade atender o bem-estar comum, e não cumprir os caprichos e arbítrios do governante do momento."
CNXP-analise-20200603-853102d9-4|Políticos populistas tendem a ignorar tal distinção.
CNXP-analise-20200603-853102d9-5|Não é o caso de falar em totalitarismo ou mesmo em ditadura, no presente momento, mas o populismo, com lampejos autoritários, está escancarado (…).
CNXP-analise-20200603-853102d9-6|O quadro é muito ruim.
CNXP-analise-20200603-853102d9-7|Mas quero deixar claro: o populismo é negativo por si mesmo, seja de direita, seja de esquerda.
CNXP-analise-20200603-853102d9-8|Manipular a opinião pública, estimulando ódio e divisão entre a população é péssimo.
CNXP-analise-20200603-853102d9-9|Temos mais coisas em comum do que divergências.
CNXP-analise-20200603-853102d9-10|"Democracia é tolerância e entendimento.”
Vocabulário linguístico da esquerda
Coincidentemente ou não, todos os termos proferidos pelo ex-ministro encontram perfeita compatibilidade com o vocabulário linguístico da esquerda."
CNXP-analise-20200603-853102d9-11|Parlamentares ou personalidades dessa visão política, constantemente buscam endossar nas entrelinhas todas as pautas que se escoram nesse linguajar, nesse campo semântico.
CNXP-analise-20200603-853102d9-12|Estaria Sergio Moro, após sair do MJSP, sendo pautado pelas ideias progressistas de maneira mais escancarada?
CNXP-analise-20200603-853102d9-13|Eis a questão.
CNXP-analise-20200526-d60e2869-0|"Por Marcos Eberlin
Uma propaganda, entre as de maior sucesso da TV brasileira, anunciava um shampoo anticaspa com o slogan que se popularizou no Brasil: “Parece, mas não é!”."
CNXP-analise-20200526-d60e2869-1|Nada mais aplicável ao recente artigo no “The Lancet” (22 de maio), condenando o uso da hidroxicloroquina (HCQ) por ser a droga não somente ineficiente, mas mortal!
CNXP-analise-20200526-d60e2869-2|"O artigo parecia:
1) Ser digno de toda a confiança, pois o periódico seria de grande reputação."
CNXP-analise-20200526-d60e2869-3|Mas infelizmente, descobrimos que periódicos de grande reputação não são garantias de artigos de grande reputação.
CNXP-analise-20200526-d60e2869-4|Há uma desconfiança que foi uma ação orquestrada entre editor, autor e a mídia para desqualificar a droga.
CNXP-analise-20200526-d60e2869-5|“Quem está em pé, cuide para não cair, e quanto mais alto, maior o tombo”.
CNXP-analise-20200526-d60e2869-6|Manchado foi o prestígio de um grande periódico científico.
CNXP-analise-20200526-d60e2869-7|Um desserviço imenso à ciência e a sua reputação perante à sociedade.
CNXP-analise-20200526-d60e2869-8|Mas previsível, pois cientistas são gente, e gente é gente.
CNXP-analise-20200526-d60e2869-9|2) Ter tido acesso ao tratamento e ao prontuário de mais de 96 mil pacientes ao redor do mundo.
CNXP-analise-20200526-d60e2869-10|Ou seja, parecia ser “bem mais” e portanto “bem melhor”.
CNXP-analise-20200526-d60e2869-11|Mas não era.
CNXP-analise-20200526-d60e2869-12|Nada pior do que um artigo com um imenso número de “amostras equivocadas” para causar uma “enorme percepção equivocada”.
CNXP-analise-20200526-d60e2869-13|Nem sempre mais é melhor.
CNXP-analise-20200526-d60e2869-14|De pronto, muitos desconfiaram como um cientista teria conseguido em tão pouco tempo autorização de tantos hospitais ao redor do mundo e acesso a quase 100.000 de seus prontuários?
CNXP-analise-20200526-d60e2869-15|Como, se há toda uma legislação de ética médica a ser vencida?
CNXP-analise-20200526-d60e2869-16|Uma análise bem detalhada acaba de concluir que os dados apresentam inúmeras inconsistências e que podem ser até mesmo falsos (https://defyccc.com/anti-hcq-paper-in-the-lancet-uses-fabricated-data/).
CNXP-analise-20200526-d60e2869-17|3) Ser um empreendimento autêntico de cientistas em busca da verdade.
CNXP-analise-20200526-d60e2869-18|Mas tudo indica que não foi.
CNXP-analise-20200526-d60e2869-19|A resposta do autor do estudo, Mandeep Mehra, em uma entrevista ao site francês FranceSoir é reveladora.
CNXP-analise-20200526-d60e2869-20|"Perguntado sobre a motivação para fazer o estudo, ele diz:
“Ficamos perplexos com o uso generalizado de hidroxicloroquina e cloroquina em todo o mundo e, em particular, a maneira como as agências governamentais pressionavam pelo seu uso sem muita evidência."
CNXP-analise-20200526-d60e2869-21|"Logo ficou claro para nós que, na ausência de estudos randomizados, os dados disponíveis para auxiliar na decisão eram bastante fracos."""
CNXP-analise-20200526-d60e2869-22|Ou seja, os pesquisadores estavam “perplexos” com a “pressão” de “órgãos governamentais (Presidentes?
CNXP-analise-20200526-d60e2869-23|A filosofia da ciência tem nos ensinado que o ponto de partida do cientista tende a definir onde ele chegará.
CNXP-analise-20200526-d60e2869-24|Cientistas deveriam sempre partir do único pressuposto de que nada sabem e que estão em busca da verdade.
CNXP-analise-20200526-d60e2869-25|A motivação do estudo deveria ser outra: “queríamos verificar se a HCQ poderia ou não salvar vidas pela avaliação honesta de um universo mais amplo”.
CNXP-analise-20200526-d60e2869-26|Mas não, eles já estavam incomodados com a “pressão política”, já entendiam não haver evidências e que os outros estudos eram fracos.
CNXP-analise-20200526-d60e2869-27|O ponto de partida foi o mesmo da conclusão que tiveram na chegada.
CNXP-analise-20200526-d60e2869-28|4) Que os autores não tinham interesses em outras drogas.
CNXP-analise-20200526-d60e2869-29|Parecia, mas está claro, pelas respostas, a simpatia deles pelo Remdesivir e a antipatia pela HCQ.
CNXP-analise-20200526-d60e2869-30|Os poucos dados do Remdesivir não os incomodaram, nem sequer a imensa diferença de custo, e eles claramente defendem a droga na entrevista.
CNXP-analise-20200526-d60e2869-31|5) Que o estudo tinha finalmente sido capaz de testar o tratamento precoce com a HCQ.
CNXP-analise-20200526-d60e2869-32|Mas não, os pacientes, como o próprio autor declara, estavam já hospitalizados com um total de pelo menos 10 dias de sintomas, ou mais, e com alta carga viral, já em fase avançada da doença.
CNXP-analise-20200526-d60e2869-33|6) Que o estudo apresentava novas conclusões.
CNXP-analise-20200526-d60e2869-34|"Mas não, foi só um “mais do mesmo”, uma repetição do óbvio que o mundo todo já há muito tempo sabia, pois o autor declara, após ser confrontado com a inconsistência de suas outras alegações bombásticas contra a HCQ que:
“Tudo o que estamos dizendo é que, uma vez infectado...e hospitalizado com uma carga viral grave, o uso da HCQ não é mais eficaz.”
Note o revelador “não é mais eficaz”."
CNXP-analise-20200526-d60e2869-35|Sim, Dr. Merha, não é mais eficaz, pois são doentes graves, já no estágio 3 hiperinflamatório da doença.
CNXP-analise-20200526-d60e2869-36|E como os “estudos fracos” já mostraram com segurança, a HCQ teria sim sido eficaz nestes mesmo pacientes se administrada no tempo certo e na dosagem certa, e se fossem excluídos da terapia doentes com problemas cardíacos, renais e hepáticos para os quais a droga jamais deveria ter sido administrada, com a COVID ou não.
CNXP-analise-20200526-d60e2869-37|7) Ter sido estatisticamente randomizado.
CNXP-analise-20200526-d60e2869-38|Mas não foi.
CNXP-analise-20200526-d60e2869-39|"O Próprio autor reconhece isso quando afirma:
“Seria muito pouco científico da minha parte dizer que este é um estudo clínico randomizado, porque não é."
CNXP-analise-20200526-d60e2869-40|"E nunca saberemos se perdemos certos fatores ou efeitos.”
8) Ter recebido um tratamento estatístico correto."
CNXP-analise-20200526-d60e2869-41|Mas não recebeu.
CNXP-analise-20200526-d60e2869-42|"O Dr. Regis Andreollo, Biólogo com Mestrado e Doutorado pelo PPG em Medicina Interna e Medicina Baseada em Evidências, da Universidade Federal de São Paulo, com muitas publicações na área e um especialistas em estudos científicos como esse do The Lancet, disse:
“O estudo é extremamente pobre."
CNXP-analise-20200526-d60e2869-43|"Nele, temos os seguintes percentuais a mais de pacientes no grupo tratado (hidroxicloroquina ou cloroquina), quando comparados ao controle:
13% a mais de doentes coronarianos
18% a mais de insuficiência cardíaca
10% a mais de diabéticos
16% a mais de hipertensos
10% a mais de DPOC
12% a mais de fumantes
14% a mais de pessoas com PaO2&lt; 94%."
CNXP-analise-20200526-d60e2869-44|Fora a questão da superdosagem de cloroquina, com média diária de 765mg e variações substanciais de co-intervenções entre os grupos.
CNXP-analise-20200526-d60e2869-45|Não há método estatístico que corrija tamanhas distorções de cenário.
CNXP-analise-20200526-d60e2869-46|Se assim o fosse, os estudos randomizados seriam totalmente dispensáveis.
CNXP-analise-20200526-d60e2869-47|Já teriam sido até abolidos É bem conhecido o fato de que tentativas de se aproximar estudos observacionais de estudos randomizados por meios estatísticos artificiais, como os populares escores de propensão, são verdadeiras armadilhas.
CNXP-analise-20200526-d60e2869-48|"Grande irresponsabilidade dos envolvidos.”
E aí, o que acharam?"
CNXP-analise-20200526-d60e2869-49|"Pelo visto, a ciência da pandemia está dominada pela Ciência patológica, aquela que induz, como em 1989, com um dos maiores fiascos científicos da história (a fusão a frio), investigações científicas em que os responsáveis por elas ""são levados” a resultados falsos por suas opiniões subjetivas preconcebidas, otimismo ou pessimismo infundados (“wishfull thinking”) ou talvez interesses políticos ou econômicos."
CNXP-analise-20200526-d60e2869-50|Marcos Nogueira Eberlin é membro da Academia Brasileira de Ciências e possui doutorado em química pela Universidade de Campinas.
CNXP-analise-20200526-d60e2869-51|Após o pós-doutorado em Purdue, EUA, ele fundou o Thomson Mass Spectrometry Laboratory, transformando-o em um laboratório altamente distinto e supervisionando cerca de 200 estudantes de graduação e pós-doutorado, cientistas que hoje trabalham como pesquisadores e profissionais em todo o mundo.
CNXP-analise-20200526-d60e2869-52|Vencedor da prestigiada Thomson Medal (2016) e ex-presidente da International Mass Spectrometry Foundation, Eberlin é reconhecido mundialmente como um dos espectrometristas de massa mais produtivos de todos os tempos, tendo publicado quase 1.000 artigos científicos.
CNXP-analise-20200526-d60e2869-53|Ele descobriu a Reação de Eberlin durante seu trabalho na química de íons em fase gasosa, e ele e seu grupo de pesquisa introduziram o EASI (Easy Ambient Sonic-spray Ionization), uma técnica de ionização usada em espectrometria de massa.
CNXP-analise-20200515-3c7fabe5-0|As cartas estão na mesa.
CNXP-analise-20200515-3c7fabe5-1|Nesta quinta-feira, 14 de maio, o presidente Jair Bolsonaro subiu o tom na videoconferência que reuniu um forte grupo de empresários brasileiros.
CNXP-analise-20200515-3c7fabe5-2|A pauta principal visou debater o pressionamento em torno dos governadores para a reabertura da economia no país.
CNXP-analise-20200515-3c7fabe5-3|Bolsonaro disse que a partir de agora “é guerra”, pois muitas famílias estão morrendo de fome —assegurando que o setor empresarial não pode esperar apenas do governo Feral para resolver o bloqueio criado por prefeitos e governos.
CNXP-analise-20200515-3c7fabe5-4|Para ele, os empresários precisam “jogar pesado” com os chefes de governo nos estados e municípios.
CNXP-analise-20200515-3c7fabe5-5|“Um homem está decidindo o futuro de São Paulo, decidindo o futuro da economia do Brasil.
CNXP-analise-20200515-3c7fabe5-6|Os senhores, com todo o respeito, têm que chamar o governador e jogar pesado.
CNXP-analise-20200515-3c7fabe5-7|Jogar pesado, porque a questão é séria, é guerra”, afirmou o presidente.
CNXP-analise-20200515-3c7fabe5-8|Segundo Bolsonaro, se o país não enfrentar o problema agora, herdará “um caos” sem precedentes.
CNXP-analise-20200515-3c7fabe5-9|“Nós temos que mostrar a cara, botar a cara para apanhar.
CNXP-analise-20200515-3c7fabe5-10|Porque nós devemos mostrar a consequência lá na frente.
CNXP-analise-20200515-3c7fabe5-11|Lá na frente, eu tenho falado com o ministro Fernando [Azevedo], da Defesa… os problemas vão começar a acontecer.
CNXP-analise-20200515-3c7fabe5-12|De caos, saque a supermercados, desobediência civil.
CNXP-analise-20200515-3c7fabe5-13|Não adianta querer convocar as Forças Armadas porque não existe gente para tanta GLO [Garantia da Lei e da Ordem]”, completou.
CNXP-analise-20200514-df4ff1cc-0|O ministro-chefe do Gabinete de Segurança Institucional (GSI), Augusto Heleno, rebateu, nesta quinta-feira (24), pedido feito pela defesa do ex-ministro da Justiça, Sergio Moro, para que a gravação de uma reunião ministerial ocorrida no dia 22 de abril seja divulgado ao público.
CNXP-analise-20200514-df4ff1cc-1|Para o general, o pedido de divulgação da gravação é entendido como um “ato impatriótico”.
CNXP-analise-20200514-df4ff1cc-2|"Augusto Heleno já vem dando o recado
Não é de agora que Heleno vem reagindo aos ataques contra Bolsonaro e contra o governo."
CNXP-analise-20200514-df4ff1cc-3|O recado está sendo entregue.
CNXP-analise-20200514-df4ff1cc-4|Só não entende quem não quer.
CNXP-analise-20200514-df4ff1cc-5|Para um bom entendedor, meia palavra basta.
CNXP-analise-20200502-ac6a6980-0|O STF censurou novamente atos do Presidente da República.
CNXP-analise-20200502-ac6a6980-1|Agora foi o ministro Barroso que decidiu suspender a decisão de Jair Bolsonaro que expulsaria espiões da ditadura socialista venezuelana do território brasileiro.
CNXP-analise-20200502-ac6a6980-2|Temo que o presidente Bolsonaro não governe mais, o golpe já foi dado.
CNXP-analise-20200502-ac6a6980-3|Não se trata mais de presevar a democracia brasileira, mas de reestabelecê-la, restaurá-la.
CNXP-analise-20200502-ac6a6980-4|O poder executivo foi FECHADO pelo poder judiciário, não há mais independência entre poderes e o Presidente da República já se encontra exilado no próprio palácio presidencial.
CNXP-analise-20200502-ac6a6980-5|Quem espera por um golpe de estado, espera por algo que já aconteceu.
CNXP-analise-20200502-ac6a6980-6|Quem dará a palavra final para tudo a partir de agora é o STF.
CNXP-analise-20200502-ac6a6980-7|O presidente do Poder Executivo terá todos seus atos censurados por figuras não-eleitas comprometidas não mais com a liberdade e independência dos poderes mas agora com a ambição de substituição de um poder (Executivo) por outro (Judiciário) numa espécie de transição de um regime democrático para um que não mais represente as ambições nacionais expressas nas últimas eleições.
CNXP-analise-20200502-ac6a6980-8|O Poder Executivo foi fechado pelo Judiciário sem alarde e sem aviso prévio.
CNXP-analise-20200429-8cb32d1c-0|A decisão do ministro Alexandre de Moraes, do Supremo Tribunal Federal, que suspendeu a nomeação e a posse de Alexandre Ramagem Rodrigues para o cargo de diretor-geral da Polícia Federal, provocou uma forte repercussão entre os profissionais do Direito.
CNXP-analise-20200429-8cb32d1c-1|"Oficial de Registro Civil, Fernando Domiciando diz que “estamos diante um claro ativismo judicial por parte de Moraes.”
Segundo ele, “por se tratar de um cargo de confiança, não há razões para o ministro desprezar o histórico de um profissional bem conceituado na carreira."
CNXP-analise-20200429-8cb32d1c-2|Foi uma atitude desproporcional e antecipada, uma vez que, por ora, não há nenhuma comprovação do que estão alegando.
CNXP-analise-20200429-8cb32d1c-3|"Mas nesse caso, tudo é prematuro, sendo um verdadeiro jogo de suposições.”
E acrescentou: “Ao meu ver, a decisão está baseada na opinião pública, e não no Direito.”
Ato de atribuição do Presidente da República
Nesta mesma linha, o advogado Christiano Pimentel Citrangulo concorda com Domiciano."
CNXP-analise-20200429-8cb32d1c-4|Para Citrangulo, “a finalidade como elemento do ato administrativo, diz respeito ao interesse da coletividade, cabendo ao Judiciário a realização de controle apenas em caso de ilegalidade do ato, jamais em questão de mérito administrativo”.
CNXP-analise-20200429-8cb32d1c-5|Ele frisa que “a nomeação do diretor-geral da Polícia Federal, nos termos do artigo 84, XXVI da Constituição, regulamentado pelo artigo 2º-C da Lei 13.047/2014, é ato de atribuição do Presidente da República, não cabendo discutir o desvio da finalidade por alegações ainda tão carentes de comprovação como aquelas proferidas em discurso político de ex-ministro do governo que chefia, indivíduo a quem não se exige submissão do ato para chancela”.
CNXP-analise-20200429-8cb32d1c-6|O advogado ainda destaca a gravidade da decisão de Moraes, que pode acarretar numa crise institucional ainda maior no país.
CNXP-analise-20200429-8cb32d1c-7|“Para assegurar a independência e a autonomia da instituição ainda temos o controle externo da Polícia Federal sendo exercido pelo Ministério Público Federal.
CNXP-analise-20200429-8cb32d1c-8|"O deferimento, em caráter liminar, de suspensão do ato do Presidente da República, principalmente à míngua de maiores evidências do desvio da finalidade, é medida capaz de impor à República grave risco e implementar nova crise institucional e à Separação de Poderes, eminentemente em momento de tamanha fragilidade como este.”
Alegação muito vaga
“A primeiro momento, devemos entender que a decisão proferida pelo Ministro Alexandre de Morais, é uma decisão liminar, de cognição sumária e que será reapreciada, como melhor análise dos fatos e do próprio mérito, pelo plenário do STF”, esclarece o advogado Luiz Gustavo Braga Ferreira."
CNXP-analise-20200429-8cb32d1c-9|Braga diz que “somente com a análise das normas e princípios que balizam a administração pública será possível atestar se a decisão do Presidente é legalmente fundamentada.
CNXP-analise-20200429-8cb32d1c-10|Contudo, a primeiro momento, segundo ele, “o que se apresenta em discussão é se as nomeações poderiam ser revistas pelo judiciário”.
CNXP-analise-20200429-8cb32d1c-11|“Considerando a divisão do Estado em três poderes, esta por sua vez tem como finalidade servir de contrapeso um para o outro e, de fato, havendo ilegalidade na nomeação, a mesma poderia ser revista pelo STF.
CNXP-analise-20200429-8cb32d1c-12|No caso concreto, nos parece muito vaga a simples alegação de que o delegado nomeado possui proximidade com a família do presidente para afastar a sua nomeação.
CNXP-analise-20200429-8cb32d1c-13|"Trata-se de ato discricionário do presidente a nomeação do chefe da Policia Federal e por isto, deve haver mais do a simples relação de proximidade entre as partes, para que a decisão liminar seja mantida pelo plenário do STF.”
Braga Ferreira também reconheceu o currículo técnico de Ramagem."
CNXP-analise-20200429-8cb32d1c-14|“Verdadeiramente, Alexandre Romagem possui historio na instituição de trabalhos reconhecidos, o que seria suficiente para justificar a sua nomeação.
CNXP-analise-20200429-8cb32d1c-15|Entretanto, a proximidade entre a família do Presidente colocou sobre a sua nomeação esta lupa para questionamentos, fundamentada nos depoimentos do ex-ministro Sergio Moro.
CNXP-analise-20200429-8cb32d1c-16|O que o plenário irá analisar então, é se a simples proximidade entre eles é suficiente para afastar a discricionariedade do ato de nomeação e se de fato o interesse em controle da PF, afirmado pelo Sergio Moro, existe”, finalizou.
CNXP-analise-20200428-bea686a2-0|André Luiz de Almeida Mendonça e Alexandre Ramagem Rodrigues são nomeados ministro da Justiça e Segurança Pública e diretor-geral da Polícia Federal (PF), respectivamente.
CNXP-analise-20200428-bea686a2-1|André Mendonça passa a ocupar o comando do ministério com a saída de Sergio Moro e Alexandre Ramagem assume a chefia da PF no lugar de Maurício Valeixo.
